nroDireccion,cutoff,n_meses_pre_cutoff,n_meses_post_cutoff,primer_mes,ultimo_mes_pre,primer_mes_post,total_facturado_pre,total_pagado_pre,total_pendiente_pre,ratio_pago_pre,ratio_pago_post,pct_pendiente_post,cumple_pago_heur,split,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
3000,2025-01,7,2,2019-12,2024-07,2025-11,1163.4,1163.4,0.0,1.0,1.0,0.0,1,train,0.4953701,-0.38691688,0.07627379,0.12853974,0.31437492,-0.092816964,-0.25253126,-0.3103937,-0.1827434,0.35916442,-0.5533004,0.4139962,-0.1158924,0.15943816,0.779937,0.44887704,-0.12770802,0.05079871,-0.33617574,-0.14014421,-0.4832229,-0.6936117,-0.4188857,-0.21860442,0.60826397,0.47183892,-0.17524374,-0.3976567,0.03583813,0.10187242,-0.30327442,0.2940668
3021,2025-01,8,1,2020-01,2024-02,2025-08,1834.0,1834.0,0.0,1.0,1.0,0.0,1,train,0.46696013,-0.29185367,0.08770789,0.14876123,0.2871506,-0.039630484,-0.28949577,-0.25012857,-0.1928437,0.32997143,-0.57261246,0.40112734,-0.07377029,0.20502841,0.7318901,0.40928417,-0.08737323,0.020420913,-0.3375252,-0.15632781,-0.384717,-0.68864644,-0.44112575,-0.20503336,0.5406869,0.42175943,-0.13977323,-0.35337478,0.046989076,0.094407566,-0.295385,0.303632
3022,2025-01,14,1,2020-01,2024-05,2026-01,3017.0,3017.0,0.0,1.0,1.0,0.0,1,train,0.3146202,-0.21790361,0.064445645,0.07705316,0.1662786,-0.014943194,-0.09260644,-0.21158597,-0.016113795,0.28663266,-0.3284566,0.26471984,-0.03451743,-0.016054675,0.40219137,0.26646924,-0.034595236,-0.0056888163,0.018330751,-0.24104117,-0.25706422,-0.2624215,-0.23155077,-0.051178902,0.3231189,0.3644022,-0.17870402,-0.20007668,0.0432302,0.03420367,-0.118523546,0.17644641
3034,2025-01,56,17,2020-01,2024-12,2025-01,23339.049999999996,22878.05,461.0,0.9894461265262208,1.0,0.0,1,train,-0.85981685,0.0914408,0.18786061,0.54681623,-0.82907695,-0.45044106,1.2013112,0.7104314,1.3858298,-0.85875046,0.88536483,-1.1777109,0.3777225,-1.748771,-0.5643109,-0.4868712,-0.8322728,-0.12203282,1.3566511,-0.5749584,0.6336102,1.2087243,0.10151486,0.85260624,-1.1006305,-0.2354407,0.5866379,0.6699554,-0.31411105,-1.0472884,1.3871132,0.1860706
3036,2025-01,14,3,2020-01,2024-12,2025-01,2379.05,2379.05,0.0,1.0,1.0,0.0,1,test,0.34895492,-0.2447057,0.0589251,0.08871792,0.196673,-0.01588773,-0.14168239,-0.22725457,-0.058023706,0.2966893,-0.36942112,0.29757163,-0.04352165,0.0395426,0.48293433,0.3015306,-0.055114232,0.009597573,-0.06725071,-0.21303979,-0.29774466,-0.35432154,-0.26897046,-0.09291693,0.3805304,0.37170568,-0.16044061,-0.24042234,0.040872034,0.04882177,-0.17251158,0.20104554
3037,2025-01,11,2,2020-01,2024-11,2025-01,497.5,430.5,67.0,0.9601901366607248,1.0,0.0,1,test,0.39829606,-0.16949815,0.10262126,0.20842549,0.2718298,0.015276473,-0.33695668,-0.16345844,-0.19465828,0.24615394,-0.59389454,0.3703714,-0.006322935,0.2216062,0.691265,0.36491185,-0.056293704,-0.02858286,-0.35632607,-0.19344047,-0.28699532,-0.7144447,-0.46709222,-0.18040672,0.43779457,0.39843303,-0.085073076,-0.29080787,0.06971702,0.047671817,-0.24242832,0.3151248
3045,2025-01,19,5,2020-01,2024-12,2025-01,4273.0,4018.0,255.0,0.9778164419312745,1.0,0.0,1,train,0.1997242,0.033544842,0.11597592,0.11530749,0.026677638,0.11982019,-0.10705279,-0.02356428,0.046308357,0.1669371,-0.33969104,0.15441884,0.06758085,0.014482388,0.21015966,0.15413554,0.0025982186,-0.062489092,0.06958433,-0.27201274,-0.008655843,-0.16527651,-0.2655699,0.021701861,0.062947825,0.20189771,-0.084925905,-0.054814808,0.03658118,-0.011053301,-0.046070397,0.16606885
3062,2025-01,54,10,2020-02,2024-12,2025-01,112217.28000000001,108814.78000000001,3402.5,0.9759362019091067,0.9602765628932314,0.03972343710676851,1,train,-0.77501285,0.3427952,0.26729918,0.40116692,-0.8007601,-0.20890312,0.9221356,0.7121732,1.2297888,-0.736955,0.68661433,-1.0734814,0.4195841,-1.3617446,-0.7011782,-0.50538987,-0.6840423,-0.13712002,1.2220391,-0.5157692,0.6994107,1.1959128,0.004362732,0.71203816,-1.0607893,-0.37678558,0.4552651,0.6406902,-0.29439914,-0.91351193,1.2292792,0.12572038
3069,2025-01,6,1,2020-02,2024-08,2026-01,1073.25,1003.25,70.0,0.8333333333333334,0.8695652173913043,0.13043478260869565,0,train,0.14462729,-0.19488347,0.1500289,0.64285743,0.44276717,-0.037649978,-0.18725824,-0.19594735,-0.20843682,-0.055369563,-0.78359395,0.5943291,0.084061004,0.23965205,0.992707,0.28104568,-0.09637979,-0.033397816,-0.9064499,-0.35847038,-0.59647965,-1.2290021,-0.65783167,-0.21897629,0.31534567,0.6140182,0.17485408,-0.32990363,-0.120458215,-0.16228901,-0.52172446,0.4290694
3075,2025-01,4,2,2020-02,2024-11,2025-09,210.0,210.0,0.0,1.0,1.0,0.0,1,train,0.5621718,-0.4383194,0.08929062,0.1368936,0.37355626,-0.13261434,-0.29259282,-0.32919875,-0.24516696,0.37815723,-0.6121572,0.46523133,-0.16320583,0.20998842,0.8701838,0.5078122,-0.15838905,0.083938435,-0.4557178,-0.09013604,-0.56747967,-0.8093911,-0.46936625,-0.26369607,0.69042337,0.49731687,-0.19913709,-0.45175815,0.026503667,0.13051301,-0.34346938,0.3077352
3080,2025-01,18,2,2020-02,2024-12,2025-03,3548.05,3548.05,0.0,1.0,1.0,0.0,1,test,0.22663102,-0.22822785,0.04107997,0.060696013,0.0579549,-0.08175592,0.022354733,-0.18298507,0.13564417,0.26300403,-0.24270736,0.13685879,0.005554311,-0.11023733,0.29161268,0.20888457,-0.10420018,-0.031273723,0.19965054,-0.2438164,-0.15688805,-0.11459811,-0.19159962,-0.005314078,0.21146035,0.30846256,-0.14819106,-0.21081759,-0.004830054,-0.010285668,-0.05196116,0.16900846
3086,2025-01,11,2,2020-02,2023-07,2025-02,3593.0,3593.0,0.0,1.0,1.0,0.0,1,train,0.40442055,0.23375535,0.20298499,0.1814059,0.033698626,0.26624084,-0.6283223,0.073276505,-0.22316033,0.3440665,-0.8266804,0.24765015,0.14503294,0.61029994,0.49235925,0.27402666,0.07561588,-0.20851487,-0.3949323,-0.111102596,0.15492707,-0.7589187,-0.7534681,-0.26221803,0.23348433,0.039994642,-0.08456468,-0.2854051,-0.054549444,0.13544813,-0.27985752,0.43428892
3099,2025-01,12,3,2020-03,2024-12,2025-05,4199.16,4199.16,0.0,1.0,1.0,0.0,1,test,0.38696116,-0.089124314,0.11173847,0.1486912,0.17370752,0.06552847,-0.33717495,-0.12278091,-0.15439603,0.3054333,-0.57216406,0.32402414,0.008009322,0.2631008,0.55239284,0.30865517,-0.0059766844,-0.05327113,-0.25199887,-0.18432419,-0.15169105,-0.57947123,-0.46243268,-0.1719529,0.36705726,0.28044835,-0.11017145,-0.26241744,0.032744758,0.08011397,-0.2435713,0.30470693
3117,2025-01,7,1,2020-04,2023-11,2025-12,511.5,511.5,0.0,1.0,1.0,0.0,1,train,0.49074197,-0.2955505,0.09853413,0.15538198,0.3073064,-0.049143877,-0.3219131,-0.25247255,-0.22146559,0.33863652,-0.6025739,0.41883546,-0.08449177,0.23266293,0.7653241,0.42552397,-0.091378406,0.028202903,-0.39282826,-0.1408873,-0.39914864,-0.74390054,-0.4649697,-0.22737813,0.56623906,0.42980522,-0.14829397,-0.37080288,0.046717025,0.10116514,-0.30391252,0.31413752
3132,2025-01,35,11,2020-04,2024-12,2025-02,35243.55,33928.55,1315.0,0.9934305995507222,0.9142283298097251,0.08577167019027485,0,train,-0.33553153,0.64050555,0.38722953,0.3132351,-0.7236451,0.15366304,0.24432752,0.66166914,0.7367783,-0.21412285,-0.11542706,-0.65274,0.3077908,-0.2850538,-0.61723745,-0.4244029,-0.27105176,-0.22687942,0.54245996,-0.2608467,0.8722612,0.54580027,-0.39793408,0.29103035,-0.97124016,-0.6376728,0.2759584,0.36915526,-0.22457273,-0.35780618,0.7069369,0.18539196
3186,2025-01,4,1,2020-06,2024-09,2025-08,1746.0,1746.0,0.0,1.0,1.0,0.0,1,train,0.5508147,-0.43535718,0.09261586,0.13506636,0.32343656,-0.1331337,-0.3470266,-0.3344662,-0.21319577,0.42619926,-0.6818484,0.44363508,-0.13420433,0.27678818,0.9109831,0.5337721,-0.17077179,0.038014796,-0.43481848,-0.07902922,-0.5207427,-0.8794428,-0.533962,-0.30138692,0.7134122,0.48956388,-0.19206369,-0.5253187,-0.010466803,0.14587808,-0.3694444,0.36941516
3227,2025-01,28,5,2020-07,2024-10,2025-03,5521.650000000001,5314.650000000001,207.0,0.9600272079210658,1.0,0.0,1,test,-0.3251595,0.3292904,0.28028002,0.25394475,-0.3591682,0.1417325,0.45155823,0.3915371,0.63680637,-0.32771727,0.2447386,-0.47085267,0.28033534,-0.71097374,-0.46539637,-0.23959072,-0.23795834,-0.09461452,0.71158326,-0.40187782,0.36964262,0.6449431,0.039040014,0.47281763,-0.70915043,-0.09629132,0.17657481,0.4972113,0.009883417,-0.4869514,0.6640815,-0.021256514
3228,2025-01,22,13,2020-07,2024-12,2025-01,16860.68,16698.79,161.89,0.9965298042662557,0.8276564487767041,0.17234355122329598,0,train,-0.10606143,0.13636023,0.26042244,0.15297203,-0.43477595,0.018827451,0.08507506,0.25123715,0.48761514,-0.073394574,-0.17219622,-0.41985226,0.2379103,-0.19887756,-0.26601544,-0.1707229,-0.26577052,-0.2063403,0.43733627,-0.24047035,0.3745575,0.28816333,-0.38068902,0.1307517,-0.4583901,-0.20718184,0.09766575,0.100756004,-0.14100546,-0.19675392,0.29528093,0.27115738
3240,2025-01,8,1,2020-07,2024-10,2026-01,2440.0,2440.0,0.0,1.0,1.0,0.0,1,train,0.41844165,-0.3607744,0.069625966,0.11866956,0.20726028,-0.058154214,-0.23272447,-0.29214418,-0.07695734,0.38367936,-0.53920376,0.3396973,-0.067513876,0.17000978,0.7450141,0.43274537,-0.13328001,-0.007883217,-0.2127619,-0.15720312,-0.4057358,-0.6655884,-0.4426009,-0.21474782,0.5630831,0.43319127,-0.1445917,-0.4531267,-0.016900042,0.0978817,-0.307411,0.34650472
3252,2025-01,6,1,2020-07,2024-06,2025-11,995.0,730.0,265.0,0.9123931623931624,1.0,0.0,1,train,0.4653988,-0.38561416,0.057667088,0.22880715,0.37817186,-0.105949774,-0.28297022,-0.26564872,-0.22266203,0.2353355,-0.6258703,0.42910635,-0.077297516,0.187354,0.9019407,0.4739356,-0.17532162,0.06569199,-0.48046255,-0.15890895,-0.5202284,-0.87635624,-0.5042793,-0.23015726,0.615143,0.52872205,-0.07473449,-0.41215834,0.061053418,0.05220159,-0.35373864,0.3440334
3277,2025-01,7,4,2020-08,2023-06,2025-02,590.2,590.2,0.0,1.0,1.0,0.0,1,train,0.49365306,-0.36070588,0.081117466,0.13753204,0.3187381,-0.07918216,-0.2700878,-0.29426175,-0.19585264,0.34943599,-0.56356937,0.41899952,-0.10835164,0.17996801,0.7735354,0.4423046,-0.116801806,0.04978993,-0.35523814,-0.1422507,-0.46319336,-0.7074191,-0.4268117,-0.21851408,0.5960205,0.46004435,-0.1669878,-0.38705388,0.043202788,0.10246443,-0.3027212,0.2957192
3285,2025-01,3,1,2020-08,2022-03,2025-01,169.0,169.0,0.0,1.0,1.0,0.0,1,train,0.58110404,-0.46570322,0.090781786,0.13474828,0.3926067,-0.15668127,-0.2956045,-0.33613318,-0.26130584,0.38257807,-0.62743217,0.47973934,-0.18516004,0.22278827,0.8974445,0.5272168,-0.17396536,0.09693746,-0.48943603,-0.066103145,-0.60505575,-0.8400459,-0.48326498,-0.27950928,0.72176105,0.50787354,-0.20952085,-0.47501582,0.015999243,0.14303607,-0.3595881,0.30732682
3294,2025-01,3,1,2020-08,2020-11,2025-09,144.54,144.54,0.0,1.0,1.0,0.0,1,train,0.5841729,-0.46192768,0.08940274,0.13722801,0.39805004,-0.1542483,-0.30346972,-0.33374974,-0.26764604,0.38266537,-0.6289365,0.48455167,-0.18604809,0.23324652,0.9006618,0.5289725,-0.17156512,0.1003495,-0.50021195,-0.06279143,-0.60604465,-0.84619594,-0.48528075,-0.28278592,0.7234612,0.503307,-0.20729679,-0.47527775,0.017494489,0.1449996,-0.36127436,0.3064067
3321,2025-01,22,1,2020-09,2024-10,2025-02,7074.5,7074.5,0.0,1.0,1.0,0.0,1,train,-0.11879234,0.19517308,0.23331797,0.12752628,-0.2771327,0.061475947,0.36786345,0.17875347,0.5050487,-0.08850282,0.1534125,-0.28507844,0.17607443,-0.49809045,-0.36333165,-0.14491118,-0.18074848,-0.07934328,0.6398374,-0.28529003,0.24927,0.52474123,0.017649218,0.32395127,-0.4839885,-0.021883368,0.017477538,0.23478001,0.0040023103,-0.29175034,0.47482133,-0.04700706
3342,2025-01,6,5,2020-10,2023-06,2025-02,1016.0,1016.0,0.0,1.0,1.0,0.0,1,train,0.512358,-0.40186137,0.08211912,0.12893662,0.32016227,-0.10053985,-0.27203426,-0.31694087,-0.19179997,0.37317383,-0.5770903,0.4221346,-0.12286123,0.1818339,0.81138206,0.46935597,-0.13953848,0.051535744,-0.36417294,-0.12633704,-0.49894744,-0.73689723,-0.4428628,-0.23566008,0.6346017,0.47623557,-0.18057431,-0.42478424,0.027571611,0.11087122,-0.31981352,0.3096821
3353,2025-01,4,1,2020-09,2021-04,2025-03,1587.0,1587.0,0.0,1.0,1.0,0.0,1,train,0.5579987,-0.4594911,0.0867538,0.12918006,0.35348284,-0.14242074,-0.28449735,-0.3381845,-0.22441962,0.38789266,-0.6136027,0.45209038,-0.16026002,0.20344818,0.8845792,0.5186552,-0.179039,0.073937595,-0.43353492,-0.08242197,-0.57365406,-0.8098488,-0.4780801,-0.2692122,0.70056754,0.5031731,-0.1954063,-0.47523484,0.010589896,0.12892818,-0.35334316,0.32160136
3358,2025-01,7,1,2020-09,2023-08,2025-07,2082.25,2082.25,0.0,1.0,1.0,0.0,1,train,0.4908377,-0.3763919,0.07721187,0.1265139,0.3027791,-0.08472419,-0.26203153,-0.30323124,-0.17926952,0.36316678,-0.55337644,0.4080936,-0.105445616,0.16810912,0.77416766,0.44579822,-0.12297994,0.03999188,-0.32915175,-0.1408558,-0.4660117,-0.6894343,-0.4256866,-0.21994099,0.60156137,0.46087024,-0.17230424,-0.3976436,0.032199815,0.101795934,-0.3042764,0.29994825
3387,2025-01,3,1,2020-10,2021-05,2026-03,180.0,180.0,0.0,1.0,1.0,0.0,1,train,0.58364236,-0.46547383,0.08802227,0.13525672,0.39813665,-0.15631613,-0.29687777,-0.335262,-0.26576668,0.38111126,-0.62483805,0.4839293,-0.18767008,0.22763528,0.8988987,0.5280209,-0.17277549,0.10273735,-0.49670446,-0.0637288,-0.60888344,-0.8405897,-0.48202133,-0.28105912,0.7237196,0.50472105,-0.2074938,-0.4736646,0.017764378,0.1451309,-0.36176288,0.3044269
3411,2025-01,7,1,2020-10,2024-11,2025-11,1181.0,1181.0,0.0,1.0,1.0,0.0,1,train,0.47881377,-0.36114004,0.075341456,0.1388542,0.2804837,-0.09149255,-0.29652682,-0.29798725,-0.16185516,0.38044947,-0.62230426,0.40052032,-0.087657146,0.22630201,0.801031,0.45580825,-0.12662794,0.018009264,-0.33043748,-0.14336061,-0.4172988,-0.7566421,-0.4763621,-0.24377811,0.61027783,0.45306152,-0.15503886,-0.43859208,0.018013828,0.1182966,-0.32776296,0.34114572
3415,2025-01,10,2,2020-10,2024-03,2025-01,513.0,513.0,0.0,1.0,1.0,0.0,1,test,0.42129713,-0.30756587,0.06654174,0.11402879,0.26665854,-0.047622446,-0.20426923,-0.26972267,-0.13034329,0.32633287,-0.46909648,0.36559728,-0.07970054,0.10753168,0.63424635,0.3719952,-0.07657131,0.030506779,-0.2132667,-0.1870279,-0.3883878,-0.5350437,-0.34441733,-0.15717241,0.49896017,0.4275429,-0.16632701,-0.31201017,0.048114814,0.07783838,-0.2397912,0.24757066
3430,2025-01,17,11,2020-11,2024-12,2025-01,6120.8099999999995,6120.8099999999995,0.0,1.0,0.9142314049586777,0.08576859504132231,0,train,0.24256618,0.048288032,0.13530448,0.10630611,-0.04335897,0.08447307,-0.18377289,-0.0034573153,0.027081393,0.267027,-0.49690658,0.1498594,0.060804635,0.15949963,0.28976962,0.16675101,0.002088979,-0.124927565,0.013935835,-0.23309423,0.06553537,-0.28437603,-0.43753266,-0.07249507,0.09627997,0.14162931,-0.103766546,-0.18731797,-0.04115454,0.07156261,-0.09912652,0.2901108
3449,2025-01,6,1,2020-11,2024-08,2025-04,117.0,117.0,0.0,1.0,1.0,0.0,1,train,0.51726633,-0.35452837,0.091881156,0.15148647,0.33949202,-0.08220935,-0.30071923,-0.28675494,-0.23087704,0.34742236,-0.6011258,0.44095343,-0.1168445,0.21473192,0.8072275,0.4562348,-0.117399916,0.05599254,-0.4145092,-0.12821764,-0.47095132,-0.76514184,-0.4585418,-0.23547223,0.61435795,0.46258625,-0.16435936,-0.39636427,0.046795554,0.1104513,-0.3179499,0.30688772
3486,2025-01,10,3,2020-12,2024-11,2025-06,2123.5,2123.5,0.0,1.0,1.0,0.0,1,train,0.41026127,-0.2829165,0.071830414,0.12332802,0.2587727,-0.0373605,-0.20172009,-0.25232425,-0.12963164,0.30930132,-0.47866362,0.36211818,-0.06718113,0.1040077,0.6205765,0.35903355,-0.06857991,0.019302826,-0.2091342,-0.19787584,-0.363034,-0.53246576,-0.3486508,-0.14586756,0.47330064,0.42243224,-0.15717517,-0.29391885,0.05381821,0.07329141,-0.23259781,0.25117886
3519,2025-01,26,1,2021-01,2024-12,2025-05,3623.55,3623.55,0.0,1.0,1.0,0.0,1,train,-0.11435048,0.6171579,0.39633775,0.20618433,-0.3819781,0.40192625,0.10812504,0.37912557,0.37720084,-0.06729145,-0.12068084,-0.27233392,0.21534356,-0.15584195,-0.46211514,-0.22917996,-0.028083846,-0.14995006,0.39498648,-0.25662428,0.53709406,0.4004328,-0.18398008,0.30636066,-0.7298028,-0.30064726,0.07240139,0.40311405,-0.008223048,-0.20811103,0.4248823,-0.0037587062
3529,2025-01,4,2,2021-02,2024-12,2025-02,136.0,136.0,0.0,1.0,1.0,0.0,1,train,0.5650656,-0.4357147,0.0888155,0.13896467,0.37799713,-0.13264035,-0.29827854,-0.32730025,-0.2504924,0.3770601,-0.61573124,0.46850345,-0.16466036,0.21802421,0.87349427,0.5088816,-0.15777586,0.087835774,-0.46655264,-0.087206006,-0.5676277,-0.8169168,-0.4718619,-0.26697513,0.69186175,0.49524537,-0.19729534,-0.45261726,0.027142555,0.13215524,-0.34556416,0.3075351
3570,2025-01,30,14,2021-02,2024-11,2025-01,19292.4,19292.4,0.0,1.0,0.9409792085848424,0.05902079141515761,0,train,-0.11667889,0.86420816,0.43460846,0.21272898,-0.7629721,0.43096435,-0.26819828,0.7575333,0.41960344,-0.0047414945,-0.8367823,-0.54411715,0.36963427,0.42104924,-0.57606506,-0.39344695,-0.0152089,-0.3458797,0.058610484,-0.20902547,0.979126,0.051843237,-0.81015813,0.0026343614,-0.9067,-0.85937035,0.104203254,0.21941024,-0.26102978,0.034871586,0.275561,0.3792296
3580,2025-01,22,5,2021-03,2024-07,2025-07,23645.09,16729.85,6915.24,0.9172126004806608,0.9056507936507936,0.09434920634920635,0,train,-0.5513419,0.38362855,0.11131777,0.7934967,-0.5481723,0.20791574,-0.12597571,1.0839456,0.19941539,-0.86496985,-1.1043688,-1.0161234,0.68327385,-0.23500098,-0.053212613,-0.38137853,-0.4248488,-0.46282968,-0.27788645,-0.42172503,0.8171108,-0.43866736,-0.7104704,0.24029267,-0.8299256,-0.3060937,0.88051254,0.6786883,-0.06912179,-0.6817895,0.2212423,0.7404396
